Hgt_km	Lat	LonW	Temp_K	 Pres_Pa	Dens_kgm3	Uwind	Vwind
70.935	-10.3	195.5	107.69	2.48E+03	7.77E-02	6.71	0
71.113	-10.3	195.5	108.97	2.46E+03	7.64E-02	5.81	0
71.292	-10.3	195.5	110.21	2.44E+03	7.50E-02	4.82	0
71.472	-10.3	195.5	110.8	2.42E+03	7.40E-02	4.51	0
71.652	-10.3	195.5	111.7	2.41E+03	7.31E-02	4.17	0
71.834	-10.3	195.5	112.08	2.39E+03	7.23E-02	4.44	0
72.016	-10.3	195.5	112.36	2.37E+03	7.16E-02	4.2	0
72.199	-10.3	195.5	112.86	2.36E+03	7.09E-02	4.38	0
72.383	-10.3	195.5	113.42	2.34E+03	6.98E-02	4.34	0
72.569	-10.3	195.5	113.8	2.32E+03	6.90E-02	4.17	0
72.755	-10.3	195.5	114.1	2.31E+03	6.85E-02	4.35	0
72.942	-10.3	195.5	114.57	2.29E+03	6.78E-02	4.1	0
73.130	-10.3	195.5	114.84	2.27E+03	6.70E-02	4.36	0
73.533	-10.3	195.5	115.16	2.24E+03	6.57E-02	3.92	0
73.724	-10.3	195.5	115.6	2.22E+03	6.51E-02	3.9	0
73.916	-10.3	195.5	115.88	2.21E+03	6.45E-02	3.99	0
74.109	-10.3	195.5	116.11	2.19E+03	6.39E-02	4.07	0
74.303	-10.3	195.5	116.42	2.18E+03	6.32E-02	4.15	0
74.498	-10.3	195.5	116.81	2.16E+03	6.26E-02	4.24	0
74.693	-10.3	195.5	117.39	2.15E+03	6.19E-02	4.32	0
74.890	-10.3	195.5	117.81	2.13E+03	6.13E-02	4.4	0
75.088	-10.3	195.5	117.92	2.11E+03	6.06E-02	4.49	0
75.285	-10.3	195.5	117.9	2.10E+03	6.02E-02	4.57	0
75.483	-10.3	195.5	117.87	2.08E+03	5.98E-02	4.66	0
75.682	-10.3	195.5	117.98	2.07E+03	5.94E-02	4.74	0
75.883	-10.3	195.5	118.57	2.05E+03	5.87E-02	4.83	0
76.084	-10.3	195.5	119.6	2.04E+03	5.79E-02	4.91	0
76.286	-10.3	195.5	120.18	2.02E+03	5.70E-02	5	0
76.490	-10.3	195.5	120.23	2.01E+03	5.64E-02	5.09	0
76.694	-10.3	195.5	120.34	1.99E+03	5.61E-02	5.18	0
76.899	-10.3	195.5	120.46	1.98E+03	5.56E-02	5.26	0
77.360	-10.3	195.5	120.77	1.95E+03	5.46E-02	6.46	0
77.572	-10.3	195.5	121.35	1.94E+03	5.40E-02	7.29	0
77.785	-10.3	195.5	122.22	1.92E+03	5.32E-02	7.43	0
77.999	-10.3	195.5	122.93	1.91E+03	5.24E-02	8.68	0
78.214	-10.3	195.5	123.38	1.89E+03	5.18E-02	9.4	0
78.431	-10.3	195.5	123.71	1.88E+03	5.12E-02	9.84	0
78.648	-10.3	195.5	124.1	1.86E+03	5.07E-02	11.06	0
78.867	-10.3	195.5	124.45	1.85E+03	5.02E-02	11.69	0
79.087	-10.3	195.5	124.68	1.84E+03	4.97E-02	12.69	0
79.307	-10.3	195.5	124.91	1.82E+03	4.93E-02	13.15	0
79.528	-10.3	195.5	125.01	1.81E+03	4.88E-02	13.66	0
79.750	-10.3	195.5	125.23	1.79E+03	4.82E-02	14.4	0
79.973	-10.3	195.5	125.75	1.78E+03	4.78E-02	14.75	0
80.198	-10.3	195.5	125.95	1.77E+03	4.72E-02	15.22	0
80.423	-10.3	195.5	126.7	1.75E+03	4.66E-02	15.69	0
80.650	-10.3	195.5	127.26	1.74E+03	4.62E-02	15.84	0
80.878	-10.3	195.5	127.5	1.73E+03	4.56E-02	17.01	0
81.107	-10.3	195.5	127.69	1.71E+03	4.53E-02	17.62	0
81.338	-10.3	195.5	127.77	1.70E+03	4.49E-02	18.46	0
81.570	-10.3	195.5	127.79	1.69E+03	4.44E-02	18.55	0
81.804	-10.3	195.5	127.89	1.67E+03	4.42E-02	18.3	0
82.038	-10.3	195.5	128.06	1.66E+03	4.37E-02	18.84	0
82.274	-10.3	195.5	128.35	1.65E+03	4.32E-02	19.42	0
82.511	-10.3	195.5	128.37	1.63E+03	4.29E-02	20.01	0
82.749	-10.3	195.5	128.62	1.62E+03	4.26E-02	20.6	0
82.989	-10.3	195.5	129.1	1.61E+03	4.19E-02	21.19	0
83.229	-10.3	195.5	129.61	1.60E+03	4.14E-02	21.79	0
83.743	-10.3	195.5	129.9	1.57E+03	4.07E-02	23.06	0
83.988	-10.3	195.5	130.1	1.56E+03	4.03E-02	23.67	0
84.234	-10.3	195.5	130.58	1.55E+03	3.97E-02	24.27	0
84.482	-10.3	195.5	131	1.53E+03	3.93E-02	24.89	0
84.731	-10.3	195.5	131.52	1.52E+03	3.87E-02	25.51	0
84.981	-10.3	195.5	132.02	1.51E+03	3.83E-02	26.13	0
85.232	-10.3	195.5	132.2	1.50E+03	3.80E-02	26.75	0
85.485	-10.3	195.5	132.31	1.48E+03	3.78E-02	27.37	0
85.739	-10.3	195.5	132.47	1.47E+03	3.75E-02	28	0
85.994	-10.3	195.5	132.57	1.46E+03	3.71E-02	28.4	0
86.250	-10.3	195.5	132.67	1.45E+03	3.67E-02	29.24	0
86.507	-10.3	195.5	132.9	1.44E+03	3.65E-02	30.42	0
86.766	-10.3	195.5	132.97	1.42E+03	3.62E-02	31.21	0
87.026	-10.3	195.5	132.96	1.41E+03	3.57E-02	31.37	0
87.288	-10.3	195.5	133.65	1.40E+03	3.54E-02	32.18	0
87.551	-10.3	195.5	134.49	1.39E+03	3.48E-02	33.6	0
87.815	-10.3	195.5	135.11	1.38E+03	3.40E-02	34.86	0
88.081	-10.3	195.5	135.56	1.37E+03	3.38E-02	36.03	0
88.641	-10.3	195.5	135.64	1.34E+03	3.33E-02	37.46	0
88.912	-10.3	195.5	135.72	1.33E+03	3.31E-02	38.54	0
89.185	-10.3	195.5	136	1.32E+03	3.28E-02	39.45	0
89.459	-10.3	195.5	136.29	1.31E+03	3.24E-02	40.45	0
89.735	-10.3	195.5	136.74	1.30E+03	3.20E-02	40.81	0
90.011	-10.3	195.5	136.93	1.29E+03	3.17E-02	42.03	0
90.289	-10.3	195.5	136.86	1.28E+03	3.14E-02	42.31	0
90.569	-10.3	195.5	136.9	1.27E+03	3.12E-02	43.13	0
90.850	-10.3	195.5	137.3	1.25E+03	3.07E-02	43.98	0
91.131	-10.3	195.5	137.39	1.24E+03	3.04E-02	44.31	0
91.413	-10.3	195.5	137.23	1.23E+03	3.04E-02	44.82	0
91.696	-10.3	195.5	137.07	1.22E+03	3.01E-02	44.71	0
91.981	-10.3	195.5	137.13	1.21E+03	2.97E-02	44.94	0
92.268	-10.3	195.5	137.1	1.20E+03	2.95E-02	45.39	0
92.556	-10.3	195.5	137.41	1.19E+03	2.92E-02	45.84	0
92.845	-10.3	195.5	137.65	1.18E+03	2.89E-02	46.29	0
93.136	-10.3	195.5	137.65	1.17E+03	2.86E-02	46.74	0
93.429	-10.3	195.5	137.76	1.16E+03	2.83E-02	47.19	0
93.724	-10.3	195.5	138.15	1.15E+03	2.81E-02	47.65	0
94.021	-10.3	195.5	138.61	1.14E+03	2.78E-02	48.12	0
94.319	-10.3	195.5	138.98	1.13E+03	2.74E-02	48.58	0
94.619	-10.3	195.5	139.14	1.12E+03	2.70E-02	49.05	0
94.921	-10.3	195.5	139.4	1.11E+03	2.68E-02	49.52	0
95.224	-10.3	195.5	139.83	1.10E+03	2.66E-02	49.99	0
95.530	-10.3	195.5	139.88	1.09E+03	2.62E-02	50.46	0
95.836	-10.3	195.5	140.24	1.08E+03	2.60E-02	50.94	0
96.145	-10.3	195.5	140.62	1.07E+03	2.56E-02	51.42	0
96.792	-10.3	195.5	140.79	1.05E+03	2.52E-02	52.43	0
97.106	-10.3	195.5	141.02	1.04E+03	2.48E-02	52.75	0
97.422	-10.3	195.5	141.58	1.03E+03	2.45E-02	53.43	0
97.739	-10.3	195.5	141.59	1.02E+03	2.43E-02	53.68	0
98.057	-10.3	195.5	141.49	1.01E+03	2.41E-02	54.15	0
98.378	-10.3	195.5	141.4	9.97E+02	2.38E-02	54.35	0
98.699	-10.3	195.5	141.4	9.88E+02	2.35E-02	54.8	0
99.023	-10.3	195.5	141.27	9.79E+02	2.34E-02	55.49	0
99.348	-10.3	195.5	141.2	9.69E+02	2.31E-02	56.22	0
99.675	-10.3	195.5	141.68	9.60E+02	2.29E-02	56.66	0
100.003	-10.3	195.5	141.95	9.51E+02	2.27E-02	56.79	0
100.333	-10.3	195.5	142.35	9.41E+02	2.23E-02	57.95	0
100.664	-10.3	195.5	142.96	9.32E+02	2.18E-02	57.95	0
100.997	-10.3	195.5	143.23	9.23E+02	2.16E-02	59.04	0
101.331	-10.3	195.5	143.09	9.14E+02	2.15E-02	59.2	0
101.667	-10.3	195.5	142.97	9.05E+02	2.13E-02	59.56	0
102.004	-10.3	195.5	143.01	8.96E+02	2.12E-02	59.87	0
102.342	-10.3	195.5	143.24	8.87E+02	2.10E-02	60.03	0
103.060	-10.3	195.5	143.21	8.69E+02	2.05E-02	60.23	0
103.402	-10.3	195.5	143.06	8.60E+02	2.04E-02	60.1	0
103.745	-10.3	195.5	143.21	8.51E+02	2.01E-02	59.85	0
104.088	-10.3	195.5	143.33	8.43E+02	2.00E-02	59.98	0
104.432	-10.3	195.5	143.67	8.34E+02	1.98E-02	60.26	0
104.777	-10.3	195.5	144.01	8.26E+02	1.95E-02	60.54	0
105.121	-10.3	195.5	144.68	8.18E+02	1.92E-02	60.82	0
105.464	-10.3	195.5	145.06	8.10E+02	1.90E-02	61.1	0
105.807	-10.3	195.5	145.64	8.02E+02	1.89E-02	61.38	0
106.147	-10.3	195.5	146.32	7.94E+02	1.84E-02	61.65	0
106.484	-10.3	195.5	146.2	7.87E+02	1.81E-02	61.93	0
106.819	-10.3	195.5	146.12	7.79E+02	1.82E-02	62.2	0
107.150	-10.3	195.5	146.15	7.71E+02	1.79E-02	62.47	0
107.477	-10.3	195.5	145.91	7.64E+02	1.77E-02	62.74	0
107.799	-10.3	195.5	146.01	7.57E+02	1.77E-02	63	0
108.115	-10.3	195.5	146.23	7.50E+02	1.75E-02	63.25	0
108.424	-10.3	195.5	146.23	7.44E+02	1.73E-02	63.51	0
108.726	-10.3	195.5	146.21	7.38E+02	1.72E-02	63.75	0
109.018	-10.3	195.5	146.27	7.32E+02	1.71E-02	63.99	0
109.300	-10.3	195.5	146.41	7.26E+02	1.71E-02	64.22	0
109.571	-10.3	195.5	146.65	7.20E+02	1.67E-02	64.61	0
109.828	-10.3	195.5	146.88	7.15E+02	1.66E-02	64.35	0
110.069	-10.3	195.5	147.18	7.10E+02	1.66E-02	64.2	0
110.294	-10.3	195.5	147.38	7.06E+02	1.64E-02	64.55	0
110.501	-10.3	195.5	147.52	7.02E+02	1.63E-02	64.67	0
110.689	-10.3	195.5	147.94	6.98E+02	1.62E-02	65.15	0
110.855	-10.3	195.5	148.05	6.95E+02	1.61E-02	64.63	0
111.181	-10.3	195.5	148.39	6.87E+02	1.59E-02	64.76	0
111.335	-10.3	195.5	148.62	6.84E+02	1.58E-02	64.27	0
111.490	-10.3	195.5	148.76	6.81E+02	1.57E-02	63.39	0
111.645	-10.3	195.5	148.88	6.78E+02	1.56E-02	63.56	0
111.801	-10.3	195.5	148.97	6.75E+02	1.55E-02	64.94	0
111.957	-10.3	195.5	149.05	6.73E+02	1.54E-02	65.86	0
112.114	-10.3	195.5	149.25	6.69E+02	1.54E-02	65.81	0
112.271	-10.3	195.5	149.68	6.67E+02	1.53E-02	65.94	0
112.428	-10.3	195.5	150.06	6.64E+02	1.52E-02	67.36	0
112.587	-10.3	195.5	150.58	6.61E+02	1.51E-02	68.92	0
112.747	-10.3	195.5	151.03	6.58E+02	1.50E-02	69.73	0
112.907	-10.3	195.5	151.2	6.55E+02	1.50E-02	70.06	0
113.068	-10.3	195.5	151.29	6.52E+02	1.48E-02	70.55	0
113.229	-10.3	195.5	151.34	6.49E+02	1.47E-02	72.22	0
113.391	-10.3	195.5	151.43	6.46E+02	1.46E-02	73.7	0
113.553	-10.3	195.5	151.59	6.43E+02	1.45E-02	74.19	0
113.715	-10.3	195.5	151.74	6.40E+02	1.45E-02	75.9	0
113.878	-10.3	195.5	151.98	6.38E+02	1.44E-02	76.62	0
114.233	-10.3	195.5	153	6.32E+02	1.42E-02	78.19	0
114.397	-10.3	195.5	153.09	6.29E+02	1.41E-02	78.91	0
114.563	-10.3	195.5	153.29	6.26E+02	1.40E-02	79.64	0
114.728	-10.3	195.5	153.23	6.23E+02	1.39E-02	80.37	0
114.894	-10.3	195.5	153.24	6.20E+02	1.38E-02	81.1	0
115.060	-10.3	195.5	153.35	6.18E+02	1.38E-02	81.84	0
115.227	-10.3	195.5	153.4	6.15E+02	1.37E-02	82.57	0
115.394	-10.3	195.5	153.45	6.12E+02	1.36E-02	83.31	0
115.562	-10.3	195.5	153.64	6.09E+02	1.36E-02	84.05	0
115.729	-10.3	195.5	153.75	6.06E+02	1.35E-02	84.79	0
115.897	-10.3	195.5	153.66	6.03E+02	1.35E-02	85.53	0
116.066	-10.3	195.5	153.74	6.01E+02	1.34E-02	86.28	0
116.234	-10.3	195.5	153.63	5.98E+02	1.33E-02	86.97	0
116.404	-10.3	195.5	153.53	5.95E+02	1.32E-02	88.05	0
116.573	-10.3	195.5	153.29	5.93E+02	1.32E-02	89.69	0
116.743	-10.3	195.5	153.21	5.90E+02	1.31E-02	90.29	0
116.913	-10.3	195.5	153.29	5.87E+02	1.31E-02	90.01	0
117.084	-10.3	195.5	153.36	5.84E+02	1.30E-02	90.13	0
117.254	-10.3	195.5	153.42	5.82E+02	1.29E-02	90.25	0
117.425	-10.3	195.5	153.55	5.79E+02	1.29E-02	90.08	0
117.597	-10.3	195.5	153.67	5.76E+02	1.29E-02	90.25	0
117.769	-10.3	195.5	153.65	5.74E+02	1.28E-02	91.42	0
117.941	-10.3	195.5	153.64	5.71E+02	1.27E-02	92.89	0
118.114	-10.3	195.5	153.75	5.69E+02	1.27E-02	94.15	0
118.288	-10.3	195.5	154.07	5.66E+02	1.26E-02	95.15	0
118.462	-10.3	195.5	154.23	5.64E+02	1.25E-02	95.76	0
118.636	-10.3	195.5	154.73	5.61E+02	1.25E-02	96.49	0
119.007	-10.3	195.5	155.15	5.56E+02	1.24E-02	98.5	0
119.184	-10.3	195.5	155.15	5.52E+02	1.22E-02	99.05	0
119.362	-10.3	195.5	155.65	5.50E+02	1.21E-02	99.96	0
119.539	-10.3	195.5	155.69	5.47E+02	1.21E-02	101.48	0
119.718	-10.3	195.5	155.79	5.45E+02	1.20E-02	103.18	0
119.896	-10.3	195.5	155.75	5.42E+02	1.19E-02	104.78	0
120.075	-10.3	195.5	155.71	5.39E+02	1.18E-02	105.54	0
120.255	-10.3	195.5	155.72	5.36E+02	1.18E-02	105.64	0
120.435	-10.3	195.5	155.69	5.34E+02	1.17E-02	105.75	0
120.614	-10.3	195.5	155.67	5.32E+02	1.17E-02	105.85	0
120.794	-10.3	195.5	155.36	5.29E+02	1.16E-02	105.95	0
120.974	-10.3	195.5	155.08	5.27E+02	1.16E-02	106.05	0
121.154	-10.3	195.5	155.1	5.24E+02	1.15E-02	106.16	0
121.335	-10.3	195.5	155.18	5.22E+02	1.15E-02	106.26	0
121.517	-10.3	195.5	155.09	5.19E+02	1.15E-02	106.36	0
121.698	-10.3	195.5	155.05	5.16E+02	1.14E-02	106.46	0
121.881	-10.3	195.5	155.23	5.14E+02	1.13E-02	106.57	0
122.064	-10.3	195.5	155.41	5.11E+02	1.13E-02	106.67	0
122.452	-10.3	195.5	155.5	5.06E+02	1.11E-02	106.89	0
122.637	-10.3	195.5	155.42	5.04E+02	1.11E-02	107	0
122.823	-10.3	195.5	155.54	5.01E+02	1.11E-02	107.11	0
123.008	-10.3	195.5	155.49	4.99E+02	1.10E-02	107.21	0
123.195	-10.3	195.5	155.26	4.96E+02	1.09E-02	106.85	0
123.382	-10.3	195.5	155.22	4.94E+02	1.09E-02	106.35	0
123.569	-10.3	195.5	155.34	4.91E+02	1.08E-02	106.12	0
123.756	-10.3	195.5	155.27	4.89E+02	1.08E-02	105.32	0
123.945	-10.3	195.5	155.09	4.86E+02	1.07E-02	104.58	0
124.133	-10.3	195.5	155.35	4.84E+02	1.07E-02	103.84	0
124.322	-10.3	195.5	155.38	4.82E+02	1.07E-02	103.55	0
124.511	-10.3	195.5	155.31	4.79E+02	1.05E-02	103.68	0
124.701	-10.3	195.5	155.19	4.77E+02	1.04E-02	103.88	0
124.891	-10.3	195.5	154.95	4.75E+02	1.04E-02	104.1	0
125.082	-10.3	195.5	155.07	4.72E+02	1.04E-02	104.36	0
125.273	-10.3	195.5	155.11	4.70E+02	1.04E-02	104.07	0
125.465	-10.3	195.5	155.2	4.67E+02	1.03E-02	103.42	0
125.657	-10.3	195.5	155.37	4.65E+02	1.03E-02	102.29	0
125.850	-10.3	195.5	155.43	4.63E+02	1.02E-02	101.09	0
126.044	-10.3	195.5	155.68	4.60E+02	1.01E-02	100.82	0
126.238	-10.3	195.5	156.01	4.58E+02	1.01E-02	100.79	0
126.432	-10.3	195.5	156.03	4.56E+02	9.97E-03	99.92	0
126.628	-10.3	195.5	156.09	4.53E+02	9.96E-03	99.86	0
126.823	-10.3	195.5	156.2	4.51E+02	9.86E-03	100.69	0
127.019	-10.3	195.5	156.21	4.48E+02	9.84E-03	100.82	0
127.216	-10.3	195.5	156.2	4.46E+02	9.81E-03	100.22	0
127.413	-10.3	195.5	156.19	4.44E+02	9.68E-03	100.01	0
127.831	-10.3	195.5	156.15	4.39E+02	9.63E-03	99.45	0
128.029	-10.3	195.5	156.21	4.37E+02	9.50E-03	99.19	0
128.228	-10.3	195.5	156.37	4.35E+02	9.49E-03	98.93	0
128.428	-10.3	195.5	156.09	4.32E+02	9.49E-03	98.66	0
128.628	-10.3	195.5	156.04	4.30E+02	9.35E-03	98.39	0
128.829	-10.3	195.5	155.97	4.28E+02	9.38E-03	98.13	0
129.030	-10.3	195.5	155.93	4.25E+02	9.33E-03	97.86	0
129.232	-10.3	195.5	156.19	4.23E+02	9.22E-03	97.59	0
129.435	-10.3	195.5	156.2	4.21E+02	9.23E-03	97.32	0
129.639	-10.3	195.5	156.58	4.19E+02	9.21E-03	97.05	0
129.843	-10.3	195.5	157.21	4.17E+02	9.14E-03	96.78	0
130.049	-10.3	195.5	157.27	4.15E+02	9.06E-03	96.5	0
130.255	-10.3	195.5	157.34	4.12E+02	8.94E-03	96.23	0
130.461	-10.3	195.5	157.67	4.10E+02	8.94E-03	95.96	0
130.669	-10.3	195.5	157.81	4.08E+02	8.88E-03	95.9	0
130.877	-10.3	195.5	158.39	4.05E+02	8.82E-03	96.77	0
131.086	-10.3	195.5	158.97	4.03E+02	8.77E-03	97.72	0
131.296	-10.3	195.5	159.53	4.01E+02	8.67E-03	97.68	0
131.740	-10.3	195.5	160.12	3.97E+02	8.54E-03	98.94	0
131.951	-10.3	195.5	160.01	3.95E+02	8.47E-03	100.71	0
132.163	-10.3	195.5	160.08	3.92E+02	8.39E-03	102.47	0
132.376	-10.3	195.5	160.34	3.90E+02	8.32E-03	103.01	0
132.589	-10.3	195.5	160.32	3.88E+02	8.30E-03	102.83	0
132.802	-10.3	195.5	160.05	3.86E+02	8.25E-03	102.33	0
133.016	-10.3	195.5	160.24	3.84E+02	8.21E-03	102.72	0
133.231	-10.3	195.5	160.32	3.82E+02	8.16E-03	103.38	0
133.446	-10.3	195.5	159.68	3.80E+02	8.10E-03	102.91	0
133.662	-10.3	195.5	159.5	3.78E+02	8.00E-03	102.58	0
133.878	-10.3	195.5	159.65	3.75E+02	8.09E-03	102.62	0
134.096	-10.3	195.5	159.59	3.73E+02	7.98E-03	103.2	0
134.313	-10.3	195.5	159.55	3.71E+02	7.88E-03	103.85	0
134.532	-10.3	195.5	159.74	3.69E+02	7.91E-03	103.89	0
134.751	-10.3	195.5	160.02	3.67E+02	7.88E-03	103.29	0
134.971	-10.3	195.5	160.04	3.65E+02	7.83E-03	103.3	0
135.192	-10.3	195.5	159.8	3.63E+02	7.78E-03	104.33	0
135.413	-10.3	195.5	159.74	3.61E+02	7.71E-03	105.17	0
135.635	-10.3	195.5	160.02	3.59E+02	7.68E-03	105.29	0
135.857	-10.3	195.5	160.33	3.57E+02	7.63E-03	105.11	0
136.080	-10.3	195.5	160.38	3.55E+02	7.53E-03	104.93	0
136.304	-10.3	195.5	160.17	3.53E+02	7.51E-03	104.75	0
136.529	-10.3	195.5	160.31	3.51E+02	7.50E-03	104.57	0
136.754	-10.3	195.5	160.52	3.49E+02	7.55E-03	104.38	0
136.980	-10.3	195.5	160.61	3.47E+02	7.43E-03	104.2	0
137.207	-10.3	195.5	160.73	3.45E+02	7.37E-03	104.02	0
137.434	-10.3	195.5	160.91	3.43E+02	7.32E-03	103.83	0
137.929	-10.3	195.5	160.99	3.39E+02	7.21E-03	103.43	0
138.159	-10.3	195.5	160.9	3.37E+02	7.17E-03	103.25	0
138.389	-10.3	195.5	160.88	3.35E+02	7.13E-03	103.06	0
138.621	-10.3	195.5	160.9	3.33E+02	7.09E-03	102.87	0
138.853	-10.3	195.5	161	3.31E+02	7.04E-03	102.68	0
139.086	-10.3	195.5	161.13	3.29E+02	7.00E-03	102.5	0
139.320	-10.3	195.5	161.1	3.27E+02	6.95E-03	103.02	0
139.554	-10.3	195.5	161.47	3.25E+02	6.91E-03	103.6	0
139.789	-10.3	195.5	161.54	3.24E+02	6.86E-03	103.42	0
140.025	-10.3	195.5	161.33	3.22E+02	6.82E-03	103.15	0
140.262	-10.3	195.5	161.47	3.20E+02	6.78E-03	102.58	0
140.499	-10.3	195.5	161.62	3.18E+02	6.73E-03	102.42	0
140.737	-10.3	195.5	162.17	3.16E+02	6.69E-03	103.13	0
140.976	-10.3	195.5	162.37	3.14E+02	6.65E-03	103.63	0
141.215	-10.3	195.5	162.44	3.12E+02	6.60E-03	103.94	0
141.456	-10.3	195.5	162.43	3.11E+02	6.55E-03	103.9	0
141.697	-10.3	195.5	162.11	3.09E+02	6.58E-03	103.19	0
141.939	-10.3	195.5	162.5	3.07E+02	6.49E-03	102.25	0
142.453	-10.3	195.5	162.77	3.03E+02	6.37E-03	101.13	0
142.699	-10.3	195.5	162.58	3.01E+02	6.33E-03	101.16	0
142.946	-10.3	195.5	163.21	2.99E+02	6.32E-03	100	0
143.194	-10.3	195.5	163.36	2.97E+02	6.32E-03	99.13	0
143.443	-10.3	195.5	163.57	2.95E+02	6.22E-03	98.5	0
143.693	-10.3	195.5	163.77	2.94E+02	6.15E-03	97.89	0
143.944	-10.3	195.5	163.91	2.92E+02	6.11E-03	98.11	0
144.196	-10.3	195.5	164.05	2.90E+02	6.06E-03	0	0
144.450	-10.3	195.5	164.2	2.88E+02	6.11E-03	0	0
144.704	-10.3	195.5	164.63	2.87E+02	6.01E-03	0	0
144.959	-10.3	195.5	164.68	2.85E+02	5.93E-03	0	0
145.216	-10.3	195.5	164.44	2.84E+02	5.88E-03	0	0
145.474	-10.3	195.5	164.61	2.82E+02	5.91E-03	0	0
145.734	-10.3	195.5	165.56	2.80E+02	5.85E-03	0	0
145.996	-10.3	195.5	165.73	2.79E+02	5.88E-03	0	0
146.260	-10.3	195.5	165.68	2.78E+02	5.74E-03	0	0
146.527	-10.3	195.5	166.54	2.76E+02	5.66E-03	0	0
146.797	-10.3	195.5	167.08	2.75E+02	5.66E-03	0	0
157.318	-10.3	195.5	171.58	2.07E+02	4.02E-03	0	0
157.424	-10.3	195.5	170.59	2.06E+02	4.03E-03	0	0
157.529	-10.3	195.5	170.97	2.06E+02	4.01E-03	0	0
157.636	-10.3	195.5	171.86	2.05E+02	3.98E-03	0	0
157.743	-10.3	195.5	172.07	2.05E+02	3.97E-03	0	0
157.851	-10.3	195.5	172.17	2.04E+02	3.96E-03	0	0
157.959	-10.3	195.5	172.21	2.03E+02	3.95E-03	0	0
158.068	-10.3	195.5	171.43	2.03E+02	3.95E-03	0	0
158.178	-10.3	195.5	171	2.02E+02	3.95E-03	0	0
158.288	-10.3	195.5	171.9	2.02E+02	3.92E-03	0	0
158.399	-10.3	195.5	172.02	2.01E+02	3.91E-03	0	0
158.510	-10.3	195.5	172.18	2.01E+02	3.90E-03	0	0
158.622	-10.3	195.5	172.3	2.00E+02	3.88E-03	0	0
158.735	-10.3	195.5	171.68	2.00E+02	3.89E-03	0	0
158.848	-10.3	195.5	171.78	1.99E+02	3.87E-03	0	0
158.962	-10.3	195.5	172.25	1.99E+02	3.85E-03	0	0
159.077	-10.3	195.5	172.09	1.98E+02	3.85E-03	0	0
159.193	-10.3	195.5	172	1.98E+02	3.84E-03	0	0
159.309	-10.3	195.5	172.15	1.97E+02	3.82E-03	0	0
159.425	-10.3	195.5	172.3	1.97E+02	3.81E-03	0	0
159.543	-10.3	195.5	172.19	1.96E+02	3.80E-03	0	0
159.661	-10.3	195.5	171.79	1.96E+02	3.80E-03	0	0
159.780	-10.3	195.5	171.91	1.95E+02	3.79E-03	0	0
159.900	-10.3	195.5	171.81	1.94E+02	3.78E-03	0	0
160.020	-10.3	195.5	171.87	1.94E+02	3.77E-03	0	0
160.142	-10.3	195.5	171.72	1.93E+02	3.76E-03	0	0
160.264	-10.3	195.5	171.41	1.93E+02	3.76E-03	0	0
160.387	-10.3	195.5	171.47	1.92E+02	3.74E-03	0	0
160.510	-10.3	195.5	171.22	1.92E+02	3.74E-03	0	0
160.635	-10.3	195.5	171.12	1.91E+02	3.73E-03	0	0
160.760	-10.3	195.5	171.19	1.91E+02	3.72E-03	0	0
160.886	-10.3	195.5	170.89	1.90E+02	3.71E-03	0	0
161.013	-10.3	195.5	170.95	1.89E+02	3.70E-03	0	0
161.135	-10.3	195.5	170.55	1.89E+02	3.70E-03	0	0
161.263	-10.3	195.5	170.25	1.88E+02	3.69E-03	0	0
161.393	-10.3	195.5	170.01	1.88E+02	3.69E-03	0	0
161.523	-10.3	195.5	169.74	1.87E+02	3.68E-03	0	0
161.654	-10.3	195.5	170.3	1.87E+02	3.66E-03	0	0
161.787	-10.3	195.5	170.16	1.86E+02	3.65E-03	0	0
161.920	-10.3	195.5	169.78	1.85E+02	3.65E-03	0	0
162.054	-10.3	195.5	169.89	1.85E+02	3.63E-03	0	0
162.189	-10.3	195.5	169.44	1.84E+02	3.63E-03	0	0
162.325	-10.3	195.5	169.41	1.84E+02	3.62E-03	0	0
162.462	-10.3	195.5	169.26	1.83E+02	3.61E-03	0	0
162.600	-10.3	195.5	169.54	1.82E+02	3.59E-03	0	0
162.739	-10.3	195.5	169.94	1.82E+02	3.57E-03	0	0
162.879	-10.3	195.5	170.06	1.81E+02	3.56E-03	0	0
163.020	-10.3	195.5	170.78	1.81E+02	3.53E-03	0	0
163.163	-10.3	195.5	170.46	1.80E+02	3.53E-03	0	0
163.306	-10.3	195.5	170.85	1.79E+02	3.51E-03	0	0
163.450	-10.3	195.5	170.76	1.79E+02	3.50E-03	0	0
163.596	-10.3	195.5	170.99	1.78E+02	3.48E-03	0	0
163.742	-10.3	195.5	171.45	1.78E+02	3.46E-03	0	0
163.890	-10.3	195.5	171.44	1.77E+02	3.45E-03	0	0
164.039	-10.3	195.5	171.62	1.76E+02	3.43E-03	0	0
164.189	-10.3	195.5	171.43	1.76E+02	3.42E-03	0	0
164.340	-10.3	195.5	171.06	1.75E+02	3.42E-03	0	0
164.492	-10.3	195.5	170.94	1.75E+02	3.41E-03	0	0
164.645	-10.3	195.5	170.78	1.74E+02	3.40E-03	0	0
164.800	-10.3	195.5	170.65	1.73E+02	3.39E-03	0	0
164.956	-10.3	195.5	170.62	1.73E+02	3.38E-03	0	0
165.113	-10.3	195.5	170.26	1.72E+02	3.37E-03	0	0
