ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
0.0,-85.000,22.00,48.00,24618.308,24703.308,11.063,158.4,1.343e+06,2.641e+00,41.338,53.027,878.6,1.000e+05,13.424,-107.359,159.4,1.324e+06,2.589e+00,0.0,2.589e+00,2.694e+00,2.662e+00,0.8,1.98,875.1,0.00,2.0,0.0,4.1,2.8,-310.8,0.0,-20.1,-3.7,-330.9,-3.7,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,6.0861e+26,3.208e+03,1.519e+00,2.613,1.0082,4.8515e+26,61.63,79.71,2.02,1.1380e+26,28.62,18.70,4.00,9.6639e+24,9.75,1.59,16.04,-0.089
0.0,-84.000,22.00,48.00,24619.308,24703.308,11.062,157.6,1.310e+06,2.592e+00,41.338,53.027,876.5,1.000e+05,13.103,-106.359,158.6,1.293e+06,2.541e+00,0.0,2.541e+00,2.643e+00,2.619e+00,1.0,1.98,871.9,1.56,2.0,0.0,4.0,3.1,-310.8,0.0,-18.9,-7.8,-329.7,-7.8,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.9725e+26,3.208e+03,1.519e+00,2.613,1.0080,4.7609e+26,61.63,79.71,2.02,1.1167e+26,28.63,18.70,4.00,9.4828e+24,9.75,1.59,16.04,-0.089
0.0,-83.000,22.00,48.00,24620.308,24703.308,11.061,156.8,1.279e+06,2.543e+00,41.338,53.027,874.3,1.000e+05,12.790,-105.359,157.8,1.262e+06,2.493e+00,0.0,2.493e+00,2.594e+00,2.567e+00,0.9,1.98,870.3,1.57,2.0,-0.0,4.0,2.9,-310.8,0.0,-23.9,-10.3,-334.7,-10.3,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.8610e+26,3.207e+03,1.520e+00,2.613,1.0078,4.6720e+26,61.63,79.71,2.02,1.0959e+26,28.63,18.70,4.00,9.3050e+24,9.75,1.59,16.04,-0.089
0.0,-82.000,22.00,48.00,24621.308,24703.308,11.061,156.0,1.249e+06,2.496e+00,41.338,53.027,872.2,1.000e+05,12.485,-104.359,157.0,1.232e+06,2.447e+00,0.0,2.447e+00,2.546e+00,2.515e+00,0.8,1.98,868.8,1.58,2.0,-0.0,4.0,2.8,-310.8,0.0,-22.7,-10.1,-333.5,-10.1,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.7515e+26,3.206e+03,1.521e+00,2.613,1.0075,4.5848e+26,61.63,79.71,2.02,1.0754e+26,28.63,18.70,4.00,9.1306e+24,9.75,1.59,16.04,-0.089
0.0,-81.000,22.00,48.00,24622.308,24703.308,11.060,155.2,1.219e+06,2.449e+00,41.338,53.027,870.1,1.000e+05,12.186,-103.359,156.2,1.203e+06,2.402e+00,0.0,2.401e+00,2.498e+00,2.472e+00,0.9,1.98,866.0,1.58,2.0,-0.0,4.0,2.9,-310.8,0.0,-20.9,-8.0,-331.7,-8.0,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.6441e+26,3.206e+03,1.521e+00,2.613,1.0073,4.4992e+26,61.63,79.71,2.02,1.0554e+26,28.63,18.70,4.00,8.9595e+24,9.75,1.59,16.04,-0.089
0.0,-80.000,22.00,48.00,24623.308,24703.308,11.059,154.4,1.190e+06,2.403e+00,41.338,53.027,868.0,1.000e+05,11.895,-102.359,155.4,1.174e+06,2.358e+00,0.0,2.356e+00,2.452e+00,2.437e+00,1.4,1.98,862.0,1.59,1.9,-0.1,4.0,3.4,-310.8,0.0,-20.7,-7.7,-331.5,-7.7,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.5388e+26,3.205e+03,1.522e+00,2.613,1.0071,4.4152e+26,61.63,79.71,2.02,1.0357e+26,28.63,18.70,4.00,8.7915e+24,9.74,1.59,16.04,-0.089
0.0,-79.000,22.00,48.00,24624.308,24703.308,11.058,153.6,1.161e+06,2.359e+00,41.312,53.357,865.8,1.000e+05,11.610,-101.294,154.6,1.146e+06,2.314e+00,0.0,2.312e+00,2.406e+00,2.392e+00,1.4,1.98,859.8,1.59,1.9,-0.1,4.0,3.4,-310.8,0.0,-20.6,-9.7,-331.4,-9.7,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.4360e+26,3.204e+03,1.523e+00,2.613,1.0069,4.3332e+26,61.63,79.71,2.02,1.0165e+26,28.63,18.70,4.00,8.6277e+24,9.74,1.59,16.04,-0.089
0.0,-78.000,22.00,48.00,24625.308,24703.308,11.057,152.8,1.133e+06,2.315e+00,41.312,53.357,863.7,1.000e+05,11.333,-100.294,153.8,1.119e+06,2.271e+00,0.0,2.269e+00,2.361e+00,2.343e+00,1.2,1.98,858.4,1.60,1.9,-0.1,4.0,3.2,-310.8,0.0,-21.4,-11.5,-332.3,-11.5,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.3351e+26,3.204e+03,1.524e+00,2.613,1.0067,4.2528e+26,61.63,79.71,2.02,9.9759e+25,28.63,18.70,4.00,8.4669e+24,9.74,1.59,16.04,-0.089
0.0,-77.000,22.00,48.00,24626.308,24703.308,11.056,152.0,1.106e+06,2.272e+00,41.312,53.357,861.5,1.000e+05,11.062,-99.294,153.0,1.092e+06,2.230e+00,0.0,2.227e+00,2.317e+00,2.307e+00,1.6,1.98,854.9,1.60,1.9,-0.1,3.9,3.5,-310.8,0.0,-23.4,-6.6,-334.3,-6.6,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.2360e+26,3.203e+03,1.524e+00,2.613,1.0065,4.1739e+26,61.63,79.71,2.02,9.7907e+25,28.63,18.70,4.00,8.3091e+24,9.74,1.59,16.04,-0.089
0.0,-76.000,22.00,48.00,24627.308,24703.308,11.055,151.2,1.080e+06,2.230e+00,41.312,53.357,859.4,1.000e+05,10.797,-98.294,152.2,1.066e+06,2.189e+00,0.0,2.186e+00,2.274e+00,2.262e+00,1.4,1.98,853.3,1.61,1.9,-0.1,3.9,3.3,-310.8,0.0,-27.5,-5.7,-338.3,-5.7,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.1389e+26,3.202e+03,1.525e+00,2.613,1.0063,4.0964e+26,61.63,79.71,2.02,9.6090e+25,28.63,18.70,4.00,8.1543e+24,9.74,1.59,16.04,-0.089
0.0,-75.000,22.00,48.00,24628.308,24703.308,11.054,150.4,1.054e+06,2.188e+00,41.312,53.357,857.2,1.000e+05,10.539,-97.294,151.3,1.041e+06,2.148e+00,0.0,2.146e+00,2.232e+00,2.212e+00,1.1,1.98,852.7,1.61,1.9,-0.1,3.9,2.9,-310.8,0.0,-24.7,-2.7,-335.6,-2.7,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,5.0435e+26,3.202e+03,1.526e+00,2.613,1.0060,4.0204e+26,61.63,79.71,2.02,9.4306e+25,28.63,18.70,4.00,8.0023e+24,9.74,1.59,16.04,-0.089
0.0,-74.000,22.00,48.00,24629.308,24703.308,11.053,149.6,1.029e+06,2.148e+00,41.369,53.743,855.1,1.000e+05,10.287,-96.428,150.5,1.016e+06,2.109e+00,0.0,2.106e+00,2.191e+00,2.160e+00,0.6,1.98,852.7,1.62,1.8,-0.1,3.9,2.4,-310.8,0.0,-22.7,-4.6,-333.5,-4.6,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.9505e+26,3.201e+03,1.527e+00,2.613,1.0059,3.9463e+26,61.63,79.71,2.02,9.2568e+25,28.63,18.70,4.00,7.8542e+24,9.74,1.59,16.04,-0.089
0.0,-73.000,22.00,48.00,24630.308,24703.308,11.052,148.8,1.004e+06,2.108e+00,41.369,53.743,853.1,1.000e+05,10.042,-95.428,149.7,9.922e+05,2.070e+00,0.0,2.067e+00,2.151e+00,2.125e+00,0.8,1.98,849.8,1.63,1.8,-0.2,3.9,2.6,-310.8,0.0,-23.5,-3.3,-334.3,-3.3,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.8593e+26,3.200e+03,1.528e+00,2.613,1.0057,3.8736e+26,61.63,79.72,2.02,9.0862e+25,28.63,18.70,4.00,7.7088e+24,9.74,1.59,16.04,-0.089
0.0,-72.000,22.00,48.00,24631.308,24703.308,11.051,148.0,9.803e+05,2.069e+00,41.369,53.743,851.0,1.000e+05,9.802,-94.428,148.9,9.686e+05,2.033e+00,0.0,2.029e+00,2.111e+00,2.084e+00,0.7,1.98,848.2,1.63,1.8,-0.2,3.9,2.5,-310.8,0.0,-23.9,-1.2,-334.7,-1.2,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.7698e+26,3.200e+03,1.529e+00,2.613,1.0055,3.8022e+26,61.63,79.72,2.02,8.9188e+25,28.63,18.70,4.00,7.5660e+24,9.74,1.59,16.04,-0.089
0.0,-71.000,22.00,48.00,24632.308,24703.308,11.050,147.2,9.569e+05,2.031e+00,41.369,53.743,849.0,1.000e+05,9.568,-93.428,148.1,9.456e+05,1.995e+00,0.0,1.992e+00,2.072e+00,2.048e+00,0.8,1.98,845.5,1.64,1.8,-0.2,3.8,2.6,-310.8,0.0,-24.0,-0.8,-334.8,-0.8,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.6819e+26,3.199e+03,1.530e+00,2.613,1.0053,3.7322e+26,61.63,79.72,2.02,8.7544e+25,28.63,18.70,4.00,7.4260e+24,9.74,1.59,16.04,-0.089
0.0,-70.000,22.00,48.00,24633.308,24703.308,11.049,146.4,9.340e+05,1.994e+00,41.369,53.743,846.9,1.000e+05,9.339,-92.428,147.3,9.232e+05,1.959e+00,0.0,1.955e+00,2.034e+00,2.021e+00,1.4,1.98,841.2,1.64,1.8,-0.2,3.8,3.2,-310.8,0.0,-23.2,3.0,-334.0,3.0,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.5956e+26,3.199e+03,1.531e+00,2.613,1.0051,3.6634e+26,61.63,79.72,2.02,8.5930e+25,28.63,18.70,4.00,7.2885e+24,9.74,1.59,16.04,-0.089
0.0,-69.000,22.00,48.00,24634.308,24703.308,11.048,145.6,9.117e+05,1.957e+00,41.379,54.138,844.8,1.000e+05,9.116,-91.449,146.5,9.012e+05,1.923e+00,0.0,1.919e+00,1.997e+00,1.981e+00,1.2,1.98,839.8,1.65,1.8,-0.2,3.8,3.0,-310.8,0.0,-19.2,3.1,-330.0,3.1,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.5115e+26,3.198e+03,1.532e+00,2.613,1.0050,3.5964e+26,61.63,79.72,2.02,8.4359e+25,28.63,18.70,4.00,7.1546e+24,9.74,1.59,16.04,-0.089
0.0,-68.000,22.00,48.00,24635.308,24703.308,11.047,144.8,8.899e+05,1.922e+00,41.379,54.138,842.7,1.000e+05,8.899,-90.449,145.7,8.798e+05,1.888e+00,0.0,1.884e+00,1.960e+00,1.945e+00,1.2,1.98,837.6,1.66,1.8,-0.2,3.8,3.0,-310.8,0.0,-20.0,-0.5,-330.8,-0.5,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.4290e+26,3.198e+03,1.534e+00,2.613,1.0048,3.5306e+26,61.64,79.72,2.02,8.2815e+25,28.63,18.70,4.00,7.0231e+24,9.74,1.59,16.04,-0.089
0.0,-67.000,22.00,48.00,24636.308,24703.308,11.047,144.0,8.687e+05,1.886e+00,41.379,54.138,840.7,1.000e+05,8.686,-89.449,144.9,8.590e+05,1.854e+00,0.0,1.849e+00,1.924e+00,1.910e+00,1.2,1.98,835.5,1.66,1.7,-0.3,3.8,3.0,-310.8,0.0,-17.1,-2.6,-327.9,-2.6,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.3480e+26,3.197e+03,1.535e+00,2.613,1.0046,3.4660e+26,61.64,79.72,2.02,8.1301e+25,28.63,18.70,4.00,6.8940e+24,9.73,1.59,16.04,-0.089
0.0,-66.000,22.00,48.00,24637.308,24703.308,11.046,143.2,8.479e+05,1.852e+00,41.379,54.138,838.6,1.000e+05,8.479,-88.449,144.1,8.386e+05,1.821e+00,0.0,1.816e+00,1.889e+00,1.870e+00,1.0,1.98,834.6,1.67,1.7,-0.3,3.8,2.7,-310.8,0.0,-17.4,-3.5,-328.2,-3.5,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.2684e+26,3.197e+03,1.536e+00,2.613,1.0045,3.4026e+26,61.64,79.72,2.02,7.9814e+25,28.63,18.70,4.00,6.7673e+24,9.73,1.59,16.04,-0.089
0.0,-65.000,22.00,48.00,24638.308,24703.308,11.045,142.4,8.277e+05,1.818e+00,41.379,54.138,836.5,1.000e+05,8.276,-87.449,143.3,8.187e+05,1.788e+00,0.0,1.782e+00,1.855e+00,1.833e+00,0.8,1.98,833.1,1.68,1.7,-0.3,3.7,2.5,-310.8,0.0,-14.3,-5.4,-325.2,-5.4,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.1903e+26,3.196e+03,1.537e+00,2.612,1.0043,3.3404e+26,61.64,79.72,2.02,7.8354e+25,28.63,18.70,4.00,6.6429e+24,9.73,1.59,16.04,-0.089
0.0,-64.000,22.00,48.00,24639.308,24703.308,11.044,141.6,8.079e+05,1.785e+00,41.394,54.568,834.4,1.000e+05,8.079,-86.481,142.5,7.992e+05,1.755e+00,0.0,1.750e+00,1.821e+00,1.796e+00,0.6,1.98,831.9,1.68,1.7,-0.3,3.7,2.3,-310.8,0.0,-10.3,-0.4,-321.1,-0.4,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.1143e+26,3.196e+03,1.538e+00,2.612,1.0042,3.2798e+26,61.64,79.72,2.02,7.6932e+25,28.63,18.70,4.00,6.5218e+24,9.73,1.59,16.04,-0.089
0.0,-63.000,22.00,48.00,24640.308,24703.308,11.043,140.8,7.887e+05,1.753e+00,41.394,54.568,831.7,1.000e+05,7.886,-85.481,141.7,7.803e+05,1.724e+00,0.0,1.718e+00,1.788e+00,1.763e+00,0.6,1.98,829.3,1.69,1.7,-0.3,3.7,2.2,-310.8,0.0,-11.7,-4.6,-322.5,-4.6,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,4.0396e+26,3.195e+03,1.537e+00,2.612,1.0040,3.2202e+26,61.64,79.72,2.02,7.5536e+25,28.63,18.70,4.00,6.4028e+24,9.73,1.59,16.04,-0.089
0.0,-62.000,22.00,48.00,24641.308,24703.308,11.042,140.0,7.698e+05,1.721e+00,41.394,54.568,829.5,1.000e+05,7.698,-84.481,140.8,7.618e+05,1.693e+00,0.0,1.687e+00,1.755e+00,1.731e+00,0.6,1.98,826.9,1.69,1.7,-0.3,3.7,2.3,-310.8,0.0,-13.4,-9.3,-324.2,-9.3,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.9663e+26,3.195e+03,1.538e+00,2.612,1.0039,3.1618e+26,61.64,79.72,2.02,7.4165e+25,28.63,18.70,4.00,6.2861e+24,9.73,1.58,16.04,-0.089
0.0,-61.000,22.00,48.00,24642.308,24703.308,11.041,139.2,7.515e+05,1.690e+00,41.394,54.568,827.4,1.000e+05,7.514,-83.481,140.0,7.437e+05,1.662e+00,0.0,1.656e+00,1.723e+00,1.688e+00,-0.1,1.98,827.8,1.70,1.6,-0.4,3.7,1.5,-310.8,0.0,-12.0,-8.2,-322.8,-8.2,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.8943e+26,3.195e+03,1.539e+00,2.612,1.0038,3.1044e+26,61.64,79.72,2.02,7.2820e+25,28.63,18.70,4.00,6.1715e+24,9.73,1.58,16.04,-0.089
0.0,-60.000,22.00,48.00,24643.308,24703.308,11.040,138.4,7.335e+05,1.659e+00,41.394,54.568,825.2,1.000e+05,7.335,-82.481,139.2,7.260e+05,1.633e+00,0.0,1.626e+00,1.692e+00,1.659e+00,-0.0,1.98,825.3,1.71,1.6,-0.4,3.7,1.6,-310.8,0.0,-7.2,-5.3,-318.0,-5.3,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.8237e+26,3.194e+03,1.540e+00,2.612,1.0036,3.0481e+26,61.64,79.72,2.02,7.1498e+25,28.63,18.70,4.00,6.0589e+24,9.73,1.58,16.04,-0.089
0.0,-59.000,22.00,48.00,24644.308,24703.308,11.039,137.5,7.149e+05,1.628e+00,38.895,52.506,822.8,1.000e+05,7.148,-76.502,138.3,7.077e+05,1.602e+00,0.0,1.596e+00,1.660e+00,1.626e+00,-0.1,1.98,823.1,1.71,1.6,-0.4,3.6,1.5,-310.8,0.0,-9.8,0.7,-320.6,0.7,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.7516e+26,3.194e+03,1.541e+00,2.612,1.0035,2.9906e+26,61.64,79.72,2.02,7.0150e+25,28.63,18.70,4.00,5.9441e+24,9.73,1.58,16.04,-0.089
0.0,-58.000,22.00,48.00,24645.308,24703.308,11.038,136.6,6.968e+05,1.597e+00,38.895,52.506,820.4,1.000e+05,6.967,-75.502,137.4,6.898e+05,1.572e+00,0.0,1.565e+00,1.629e+00,1.590e+00,-0.4,1.98,822.2,1.72,1.6,-0.4,3.6,1.1,-310.8,0.0,-10.2,2.8,-321.0,2.8,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.6808e+26,3.193e+03,1.542e+00,2.612,1.0033,2.9342e+26,61.64,79.72,2.02,6.8827e+25,28.63,18.70,4.00,5.8314e+24,9.73,1.58,16.04,-0.089
0.0,-57.000,22.00,48.00,24646.308,24703.308,11.037,135.8,6.791e+05,1.567e+00,38.895,52.506,817.9,1.000e+05,6.790,-74.502,136.5,6.724e+05,1.542e+00,0.0,1.536e+00,1.598e+00,1.561e+00,-0.3,1.98,819.3,1.73,1.6,-0.4,3.6,1.2,-310.8,0.0,-13.0,1.4,-323.8,1.4,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.6114e+26,3.193e+03,1.543e+00,2.612,1.0032,2.8789e+26,61.64,79.72,2.02,6.7529e+25,28.63,18.70,4.00,5.7209e+24,9.73,1.58,16.04,-0.089
0.0,-56.000,22.00,48.00,24647.308,24703.308,11.036,134.9,6.618e+05,1.537e+00,38.895,52.506,815.5,1.000e+05,6.618,-73.502,135.6,6.555e+05,1.514e+00,0.0,1.507e+00,1.568e+00,1.531e+00,-0.4,1.98,817.1,1.73,1.5,-0.4,3.6,1.2,-310.8,0.0,-13.3,3.4,-324.1,3.4,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.5432e+26,3.192e+03,1.545e+00,2.612,1.0030,2.8246e+26,61.64,79.72,2.02,6.6255e+25,28.63,18.70,4.00,5.6125e+24,9.73,1.58,16.04,-0.089
0.0,-55.000,22.00,48.00,24648.308,24703.308,11.035,134.0,6.450e+05,1.508e+00,38.895,52.506,813.0,1.000e+05,6.450,-72.502,134.7,6.389e+05,1.485e+00,0.0,1.479e+00,1.538e+00,1.502e+00,-0.4,1.98,814.6,1.74,1.5,-0.5,3.6,1.1,-310.8,0.0,-15.4,4.7,-326.2,4.7,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.4764e+26,3.192e+03,1.546e+00,2.612,1.0029,2.7713e+26,61.64,79.72,2.02,6.5006e+25,28.63,18.70,4.00,5.5061e+24,9.73,1.58,16.04,-0.089
0.0,-54.000,22.00,48.00,24649.308,24703.308,11.034,133.1,6.282e+05,1.479e+00,37.917,52.037,810.5,1.000e+05,6.282,-69.680,133.8,6.224e+05,1.457e+00,0.0,1.450e+00,1.509e+00,1.478e+00,-0.1,1.98,810.9,1.75,1.5,-0.5,3.5,1.4,-310.8,0.0,-14.1,8.6,-324.9,8.6,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.4103e+26,3.192e+03,1.547e+00,2.612,1.0028,2.7186e+26,61.64,79.72,2.02,6.3770e+25,28.63,18.70,4.00,5.4008e+24,9.72,1.58,16.04,-0.089
0.0,-53.000,22.00,48.00,24650.308,24703.308,11.034,132.1,6.119e+05,1.451e+00,37.917,52.037,807.9,1.000e+05,6.118,-68.680,132.9,6.063e+05,1.430e+00,0.0,1.423e+00,1.480e+00,1.451e+00,-0.0,1.98,808.0,1.75,1.5,-0.5,3.5,1.5,-310.8,0.0,-16.5,5.5,-327.3,5.5,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.3454e+26,3.191e+03,1.548e+00,2.612,1.0026,2.6669e+26,61.64,79.72,2.02,6.2557e+25,28.63,18.70,4.00,5.2975e+24,9.72,1.58,16.04,-0.089
0.0,-52.000,22.00,48.00,24651.308,24703.308,11.033,131.2,5.960e+05,1.424e+00,37.917,52.037,805.4,1.000e+05,5.959,-67.680,131.9,5.906e+05,1.403e+00,0.0,1.396e+00,1.452e+00,1.428e+00,0.3,1.98,804.0,1.76,1.5,-0.5,3.5,1.8,-310.8,0.0,-16.8,5.9,-327.7,5.9,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.2818e+26,3.191e+03,1.549e+00,2.612,1.0025,2.6161e+26,61.64,79.72,2.02,6.1367e+25,28.63,18.70,4.00,5.1962e+24,9.72,1.58,16.04,-0.089
0.0,-51.000,22.00,48.00,24652.308,24703.308,11.032,130.3,5.805e+05,1.397e+00,37.917,52.037,802.8,1.000e+05,5.804,-66.680,131.0,5.753e+05,1.376e+00,0.0,1.369e+00,1.424e+00,1.404e+00,0.5,1.98,800.6,1.77,1.5,-0.5,3.5,2.0,-310.8,0.0,-17.9,4.4,-328.7,4.4,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.2193e+26,3.190e+03,1.551e+00,2.612,1.0023,2.5664e+26,61.64,79.72,2.02,6.0199e+25,28.63,18.70,4.00,5.0969e+24,9.72,1.58,16.04,-0.089
0.0,-50.000,22.00,48.00,24653.308,24703.308,11.031,129.4,5.653e+05,1.370e+00,37.917,52.037,800.2,1.000e+05,5.653,-65.680,130.1,5.604e+05,1.351e+00,0.0,1.343e+00,1.397e+00,1.374e+00,0.3,1.98,799.0,1.78,1.4,-0.5,3.5,1.8,-310.8,0.0,-15.1,4.5,-326.0,4.5,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.1581e+26,3.190e+03,1.552e+00,2.612,1.0022,2.5175e+26,61.65,79.72,2.02,5.9054e+25,28.63,18.70,4.00,4.9994e+24,9.72,1.58,16.04,-0.089
0.0,-49.000,22.00,48.00,24654.308,24703.308,11.030,128.4,5.504e+05,1.344e+00,37.298,51.800,797.6,1.000e+05,5.503,-63.607,129.1,5.457e+05,1.325e+00,0.0,1.317e+00,1.371e+00,1.348e+00,0.3,1.98,796.5,1.78,1.4,-0.6,3.5,1.7,-310.8,0.0,-17.0,8.8,-327.8,8.8,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.0977e+26,3.190e+03,1.553e+00,2.612,1.0021,2.4694e+26,61.65,79.72,2.02,5.7926e+25,28.63,18.70,4.00,4.9033e+24,9.72,1.58,16.04,-0.089
0.0,-48.000,22.00,48.00,24655.308,24703.308,11.029,127.5,5.358e+05,1.318e+00,37.298,51.800,795.0,1.000e+05,5.358,-62.607,128.2,5.313e+05,1.300e+00,0.0,1.292e+00,1.344e+00,1.326e+00,0.6,1.98,792.7,1.79,1.4,-0.6,3.4,2.0,-310.8,0.0,-15.3,7.6,-326.2,7.6,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,3.0385e+26,3.189e+03,1.554e+00,2.612,1.0020,2.4222e+26,61.65,79.72,2.02,5.6819e+25,28.63,18.70,4.00,4.8091e+24,9.72,1.58,16.04,-0.089
0.0,-47.000,22.00,48.00,24656.308,24703.308,11.028,126.5,5.217e+05,1.293e+00,37.298,51.800,792.3,1.000e+05,5.216,-61.607,127.2,5.173e+05,1.275e+00,0.0,1.267e+00,1.319e+00,1.297e+00,0.3,1.98,791.1,1.80,1.4,-0.6,3.4,1.7,-310.8,0.0,-20.2,11.4,-331.0,11.4,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,2.9805e+26,3.189e+03,1.556e+00,2.612,1.0019,2.3760e+26,61.65,79.72,2.02,5.5733e+25,28.64,18.70,4.00,4.7168e+24,9.72,1.58,16.04,-0.089
0.0,-46.000,22.00,48.00,24657.308,24703.308,11.027,125.6,5.079e+05,1.268e+00,37.298,51.800,789.7,1.000e+05,5.078,-60.607,126.3,5.037e+05,1.251e+00,0.0,1.243e+00,1.293e+00,1.271e+00,0.2,1.98,788.9,1.80,1.4,-0.6,3.4,1.6,-310.8,0.0,-23.4,12.2,-334.2,12.2,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,2.9235e+26,3.189e+03,1.557e+00,2.612,1.0018,2.3306e+26,61.65,79.72,2.02,5.4668e+25,28.64,18.70,4.00,4.6262e+24,9.72,1.58,16.04,-0.089
0.0,-45.000,22.00,48.00,24658.308,24703.308,11.026,124.6,4.944e+05,1.244e+00,37.298,51.800,787.0,1.000e+05,4.944,-59.607,125.3,4.905e+05,1.227e+00,0.0,1.220e+00,1.269e+00,1.249e+00,0.4,1.98,785.5,1.81,1.4,-0.6,3.4,1.7,-310.8,0.0,-24.4,12.1,-335.2,12.1,25.0,25.0,305.67,-21.99,286.85,3.92,126.09,240.92,29.92,57996.0,2.8676e+26,3.188e+03,1.558e+00,2.612,1.0017,2.2860e+26,61.65,79.72,2.02,5.3624e+25,28.64,18.70,4.00,4.5373e+24,9.72,1.58,16.04,-0.089
